Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Ambos sexos;37033-Arcediano;extranjeros;Menores de 16 años;0
Ambos sexos;37033-Arcediano;extranjeros;De 16 a 64 años;3
Ambos sexos;37033-Arcediano;extranjeros;De 65 y más años;1
Ambos sexos;37034-Arco, El;Total;Total;86
Ambos sexos;37034-Arco, El;Total;Menores de 16 años;4
Ambos sexos;37034-Arco, El;Total;De 16 a 64 años;58
Ambos sexos;37034-Arco, El;Total;De 65 y más años;24
Ambos sexos;37034-Arco, El;españoles;Total;85
Ambos sexos;37034-Arco, El;españoles;Menores de 16 años;4
Ambos sexos;37034-Arco, El;españoles;De 16 a 64 años;57
Ambos sexos;37034-Arco, El;españoles;De 65 y más años;24
Ambos sexos;37034-Arco, El;extranjeros;Total;1
Ambos sexos;37034-Arco, El;extranjeros;Menores de 16 años;0
Ambos sexos;37034-Arco, El;extranjeros;De 16 a 64 años;1
Ambos sexos;37034-Arco, El;extranjeros;De 65 y más años;0
Ambos sexos;37035-Armenteros;Total;Total;200
Ambos sexos;37035-Armenteros;Total;Menores de 16 años;10
Ambos sexos;37035-Armenteros;Total;De 16 a 64 años;125
Ambos sexos;37035-Armenteros;Total;De 65 y más años;65
Ambos sexos;37035-Armenteros;españoles;Total;181
Ambos sexos;37035-Armenteros;españoles;Menores de 16 años;9
Ambos sexos;37035-Armenteros;españoles;De 16 a 64 años;108
Ambos sexos;37035-Armenteros;españoles;De 65 y más años;64
Ambos sexos;37035-Armenteros;extranjeros;Total;19
Ambos sexos;37035-Armenteros;extranjeros;Menores de 16 años;1
Ambos sexos;37035-Armenteros;extranjeros;De 16 a 64 años;17
Ambos sexos;37035-Armenteros;extranjeros;De 65 y más años;1
Ambos sexos;37037-Atalaya, La;Total;Total;113
Ambos sexos;37037-Atalaya, La;Total;Menores de 16 años;4
Ambos sexos;37037-Atalaya, La;Total;De 16 a 64 años;61
Ambos sexos;37037-Atalaya, La;Total;De 65 y más años;48
Ambos sexos;37037-Atalaya, La;españoles;Total;113
Ambos sexos;37037-Atalaya, La;españoles;Menores de 16 años;4
Ambos sexos;37037-Atalaya, La;españoles;De 16 a 64 años;61
Ambos sexos;37037-Atalaya, La;españoles;De 65 y más años;48
Ambos sexos;37037-Atalaya, La;extranjeros;Total;0
Ambos sexos;37037-Atalaya, La;extranjeros;Menores de 16 años;0
Ambos sexos;37037-Atalaya, La;extranjeros;De 16 a 64 años;0
Ambos sexos;37037-Atalaya, La;extranjeros;De 65 y más años;0
Ambos sexos;37038-Babilafuente;Total;Total;911
Ambos sexos;37038-Babilafuente;Total;Menores de 16 años;107
Ambos sexos;37038-Babilafuente;Total;De 16 a 64 años;591
Ambos sexos;37038-Babilafuente;Total;De 65 y más años;213
Ambos sexos;37038-Babilafuente;españoles;Total;885
Ambos sexos;37038-Babilafuente;españoles;Menores de 16 años;104
Ambos sexos;37038-Babilafuente;españoles;De 16 a 64 años;570
Ambos sexos;37038-Babilafuente;españoles;De 65 y más años;211
Ambos sexos;37038-Babilafuente;extranjeros;Total;26
Ambos sexos;37038-Babilafuente;extranjeros;Menores de 16 años;3
Ambos sexos;37038-Babilafuente;extranjeros;De 16 a 64 años;21
Ambos sexos;37038-Babilafuente;extranjeros;De 65 y más años;2
Ambos sexos;37039-Bañobárez;Total;Total;309
Ambos sexos;37039-Bañobárez;Total;Menores de 16 años;20
Ambos sexos;37039-Bañobárez;Total;De 16 a 64 años;165
Ambos sexos;37039-Bañobárez;Total;De 65 y más años;124
Ambos sexos;37039-Bañobárez;españoles;Total;306
Ambos sexos;37039-Bañobárez;españoles;Menores de 16 años;20
Ambos sexos;37039-Bañobárez;españoles;De 16 a 64 años;162
Ambos sexos;37039-Bañobárez;españoles;De 65 y más años;124
Ambos sexos;37039-Bañobárez;extranjeros;Total;3
Ambos sexos;37039-Bañobárez;extranjeros;Menores de 16 años;0
Ambos sexos;37039-Bañobárez;extranjeros;De 16 a 64 años;3
Ambos sexos;37039-Bañobárez;extranjeros;De 65 y más años;0
Ambos sexos;37040-Barbadillo;Total;Total;410
Ambos sexos;37040-Barbadillo;Total;Menores de 16 años;15
Ambos sexos;37040-Barbadillo;Total;De 16 a 64 años;289
Ambos sexos;37040-Barbadillo;Total;De 65 y más años;106
Ambos sexos;37040-Barbadillo;españoles;Total;409
Ambos sexos;37040-Barbadillo;españoles;Menores de 16 años;15
Ambos sexos;37040-Barbadillo;españoles;De 16 a 64 años;288
Ambos sexos;37040-Barbadillo;españoles;De 65 y más años;106
Ambos sexos;37040-Barbadillo;extranjeros;Total;1
Ambos sexos;37040-Barbadillo;extranjeros;Menores de 16 años;0
Ambos sexos;37040-Barbadillo;extranjeros;De 16 a 64 años;1
Ambos sexos;37040-Barbadillo;extranjeros;De 65 y más años;0
Ambos sexos;37041-Barbalos;Total;Total;75
Ambos sexos;37041-Barbalos;Total;Menores de 16 años;0
Ambos sexos;37041-Barbalos;Total;De 16 a 64 años;45
Ambos sexos;37041-Barbalos;Total;De 65 y más años;30
Ambos sexos;37041-Barbalos;españoles;Total;75
Ambos sexos;37041-Barbalos;españoles;Menores de 16 años;0
Ambos sexos;37041-Barbalos;españoles;De 16 a 64 años;45
Ambos sexos;37041-Barbalos;españoles;De 65 y más años;30
Ambos sexos;37041-Barbalos;extranjeros;Total;0
Ambos sexos;37041-Barbalos;extranjeros;Menores de 16 años;0
Ambos sexos;37041-Barbalos;extranjeros;De 16 a 64 años;0
Ambos sexos;37041-Barbalos;extranjeros;De 65 y más años;0
Ambos sexos;37042-Barceo;Total;Total;46
Ambos sexos;37042-Barceo;Total;Menores de 16 años;7
Ambos sexos;37042-Barceo;Total;De 16 a 64 años;19
Ambos sexos;37042-Barceo;Total;De 65 y más años;20
Ambos sexos;37042-Barceo;españoles;Total;46
Ambos sexos;37042-Barceo;españoles;Menores de 16 años;7
Ambos sexos;37042-Barceo;españoles;De 16 a 64 años;19
Ambos sexos;37042-Barceo;españoles;De 65 y más años;20
Ambos sexos;37042-Barceo;extranjeros;Total;0
Ambos sexos;37042-Barceo;extranjeros;Menores de 16 años;0
Ambos sexos;37042-Barceo;extranjeros;De 16 a 64 años;0
Ambos sexos;37042-Barceo;extranjeros;De 65 y más años;0
Ambos sexos;37044-Barruecopardo;Total;Total;442
Ambos sexos;37044-Barruecopardo;Total;Menores de 16 años;20
Ambos sexos;37044-Barruecopardo;Total;De 16 a 64 años;252
Ambos sexos;37044-Barruecopardo;Total;De 65 y más años;170
Ambos sexos;37044-Barruecopardo;españoles;Total;441
Ambos sexos;37044-Barruecopardo;españoles;Menores de 16 años;20
Ambos sexos;37044-Barruecopardo;españoles;De 16 a 64 años;251
Ambos sexos;37044-Barruecopardo;españoles;De 65 y más años;170
Ambos sexos;37044-Barruecopardo;extranjeros;Total;1
Ambos sexos;37044-Barruecopardo;extranjeros;Menores de 16 años;0
Ambos sexos;37044-Barruecopardo;extranjeros;De 16 a 64 años;1
Ambos sexos;37044-Barruecopardo;extranjeros;De 65 y más años;0
Ambos sexos;37045-Bastida, La;Total;Total;26
Ambos sexos;37045-Bastida, La;Total;Menores de 16 años;0
Ambos sexos;37045-Bastida, La;Total;De 16 a 64 años;9
Ambos sexos;37045-Bastida, La;Total;De 65 y más años;17
Ambos sexos;37045-Bastida, La;españoles;Total;26
Ambos sexos;37045-Bastida, La;españoles;Menores de 16 años;0
Ambos sexos;37045-Bastida, La;españoles;De 16 a 64 años;9
Ambos sexos;37045-Bastida, La;españoles;De 65 y más años;17
Ambos sexos;37045-Bastida, La;extranjeros;Total;0
Ambos sexos;37045-Bastida, La;extranjeros;Menores de 16 años;0
Ambos sexos;37045-Bastida, La;extranjeros;De 16 a 64 años;0
Ambos sexos;37045-Bastida, La;extranjeros;De 65 y más años;0
Ambos sexos;37046-Béjar;Total;Total;12.961
Ambos sexos;37046-Béjar;Total;Menores de 16 años;1.494
Ambos sexos;37046-Béjar;Total;De 16 a 64 años;7.681
Ambos sexos;37046-Béjar;Total;De 65 y más años;3.786
Ambos sexos;37046-Béjar;españoles;Total;12.536
Ambos sexos;37046-Béjar;españoles;Menores de 16 años;1.431
Ambos sexos;37046-Béjar;españoles;De 16 a 64 años;7.337
Ambos sexos;37046-Béjar;españoles;De 65 y más años;3.768
Ambos sexos;37046-Béjar;extranjeros;Total;425
Ambos sexos;37046-Béjar;extranjeros;Menores de 16 años;63
Ambos sexos;37046-Béjar;extranjeros;De 16 a 64 años;344
Ambos sexos;37046-Béjar;extranjeros;De 65 y más años;18
Ambos sexos;37047-Beleña;Total;Total;223
Ambos sexos;37047-Beleña;Total;Menores de 16 años;12
Ambos sexos;37047-Beleña;Total;De 16 a 64 años;61
Ambos sexos;37047-Beleña;Total;De 65 y más años;150
Ambos sexos;37047-Beleña;españoles;Total;206
Ambos sexos;37047-Beleña;españoles;Menores de 16 años;9
Ambos sexos;37047-Beleña;españoles;De 16 a 64 años;48
Ambos sexos;37047-Beleña;españoles;De 65 y más años;149
Ambos sexos;37047-Beleña;extranjeros;Total;17
Ambos sexos;37047-Beleña;extranjeros;Menores de 16 años;3
Ambos sexos;37047-Beleña;extranjeros;De 16 a 64 años;13
Ambos sexos;37047-Beleña;extranjeros;De 65 y más años;1
Ambos sexos;37049-Bermellar;Total;Total;132
Ambos sexos;37049-Bermellar;Total;Menores de 16 años;4
Ambos sexos;37049-Bermellar;Total;De 16 a 64 años;63
Ambos sexos;37049-Bermellar;Total;De 65 y más años;65
Ambos sexos;37049-Bermellar;españoles;Total;131
Ambos sexos;37049-Bermellar;españoles;Menores de 16 años;4
Ambos sexos;37049-Bermellar;españoles;De 16 a 64 años;62
Ambos sexos;37049-Bermellar;españoles;De 65 y más años;65
Ambos sexos;37049-Bermellar;extranjeros;Total;1
Ambos sexos;37049-Bermellar;extranjeros;Menores de 16 años;0
Ambos sexos;37049-Bermellar;extranjeros;De 16 a 64 años;1
Ambos sexos;37049-Bermellar;extranjeros;De 65 y más años;0
Ambos sexos;37050-Berrocal de Huebra;Total;Total;69
Ambos sexos;37050-Berrocal de Huebra;Total;Menores de 16 años;3
Ambos sexos;37050-Berrocal de Huebra;Total;De 16 a 64 años;34
Ambos sexos;37050-Berrocal de Huebra;Total;De 65 y más años;32
Ambos sexos;37050-Berrocal de Huebra;españoles;Total;69
Ambos sexos;37050-Berrocal de Huebra;españoles;Menores de 16 años;3
Ambos sexos;37050-Berrocal de Huebra;españoles;De 16 a 64 años;34
Ambos sexos;37050-Berrocal de Huebra;españoles;De 65 y más años;32
Ambos sexos;37050-Berrocal de Huebra;extranjeros;Total;0
Ambos sexos;37050-Berrocal de Huebra;extranjeros;Menores de 16 años;0
Ambos sexos;37050-Berrocal de Huebra;extranjeros;De 16 a 64 años;0
Ambos sexos;37050-Berrocal de Huebra;extranjeros;De 65 y más años;0
Ambos sexos;37051-Berrocal de Salvatierra;Total;Total;85
Ambos sexos;37051-Berrocal de Salvatierra;Total;Menores de 16 años;5
Ambos sexos;37051-Berrocal de Salvatierra;Total;De 16 a 64 años;50
Ambos sexos;37051-Berrocal de Salvatierra;Total;De 65 y más años;30
Ambos sexos;37051-Berrocal de Salvatierra;españoles;Total;84
Ambos sexos;37051-Berrocal de Salvatierra;españoles;Menores de 16 años;5
Ambos sexos;37051-Berrocal de Salvatierra;españoles;De 16 a 64 años;49
Ambos sexos;37051-Berrocal de Salvatierra;españoles;De 65 y más años;30
Ambos sexos;37051-Berrocal de Salvatierra;extranjeros;Total;1
Ambos sexos;37051-Berrocal de Salvatierra;extranjeros;Menores de 16 años;0
Ambos sexos;37051-Berrocal de Salvatierra;extranjeros;De 16 a 64 años;1
Ambos sexos;37051-Berrocal de Salvatierra;extranjeros;De 65 y más años;0
Ambos sexos;37052-Boada;Total;Total;315
Ambos sexos;37052-Boada;Total;Menores de 16 años;27
Ambos sexos;37052-Boada;Total;De 16 a 64 años;171
Ambos sexos;37052-Boada;Total;De 65 y más años;117
Ambos sexos;37052-Boada;españoles;Total;315
Ambos sexos;37052-Boada;españoles;Menores de 16 años;27
Ambos sexos;37052-Boada;españoles;De 16 a 64 años;171
Ambos sexos;37052-Boada;españoles;De 65 y más años;117
Ambos sexos;37052-Boada;extranjeros;Total;0
Ambos sexos;37052-Boada;extranjeros;Menores de 16 años;0
Ambos sexos;37052-Boada;extranjeros;De 16 a 64 años;0
Ambos sexos;37052-Boada;extranjeros;De 65 y más años;0
Ambos sexos;37054-Bodón, El;Total;Total;286
Ambos sexos;37054-Bodón, El;Total;Menores de 16 años;27
Ambos sexos;37054-Bodón, El;Total;De 16 a 64 años;150
Ambos sexos;37054-Bodón, El;Total;De 65 y más años;109
Ambos sexos;37054-Bodón, El;españoles;Total;279
Ambos sexos;37054-Bodón, El;españoles;Menores de 16 años;27
Ambos sexos;37054-Bodón, El;españoles;De 16 a 64 años;145
Ambos sexos;37054-Bodón, El;españoles;De 65 y más años;107
Ambos sexos;37054-Bodón, El;extranjeros;Total;7
Ambos sexos;37054-Bodón, El;extranjeros;Menores de 16 años;0
Ambos sexos;37054-Bodón, El;extranjeros;De 16 a 64 años;5
Ambos sexos;37054-Bodón, El;extranjeros;De 65 y más años;2
Ambos sexos;37055-Bogajo;Total;Total;137
Ambos sexos;37055-Bogajo;Total;Menores de 16 años;6
Ambos sexos;37055-Bogajo;Total;De 16 a 64 años;89
Ambos sexos;37055-Bogajo;Total;De 65 y más años;42
Ambos sexos;37055-Bogajo;españoles;Total;126
Ambos sexos;37055-Bogajo;españoles;Menores de 16 años;3
Ambos sexos;37055-Bogajo;españoles;De 16 a 64 años;81
Ambos sexos;37055-Bogajo;españoles;De 65 y más años;42
Ambos sexos;37055-Bogajo;extranjeros;Total;11
Ambos sexos;37055-Bogajo;extranjeros;Menores de 16 años;3
Ambos sexos;37055-Bogajo;extranjeros;De 16 a 64 años;8
Ambos sexos;37055-Bogajo;extranjeros;De 65 y más años;0
Ambos sexos;37056-Bouza, La;Total;Total;53
Ambos sexos;37056-Bouza, La;Total;Menores de 16 años;10
Ambos sexos;37056-Bouza, La;Total;De 16 a 64 años;26
Ambos sexos;37056-Bouza, La;Total;De 65 y más años;17
Ambos sexos;37056-Bouza, La;españoles;Total;48
Ambos sexos;37056-Bouza, La;españoles;Menores de 16 años;10
Ambos sexos;37056-Bouza, La;españoles;De 16 a 64 años;21
Ambos sexos;37056-Bouza, La;españoles;De 65 y más años;17
Ambos sexos;37056-Bouza, La;extranjeros;Total;5
Ambos sexos;37056-Bouza, La;extranjeros;Menores de 16 años;0
Ambos sexos;37056-Bouza, La;extranjeros;De 16 a 64 años;5
Ambos sexos;37056-Bouza, La;extranjeros;De 65 y más años;0
Ambos sexos;37057-Bóveda del Río Almar;Total;Total;231
Ambos sexos;37057-Bóveda del Río Almar;Total;Menores de 16 años;17
Ambos sexos;37057-Bóveda del Río Almar;Total;De 16 a 64 años;126
Ambos sexos;37057-Bóveda del Río Almar;Total;De 65 y más años;88
Ambos sexos;37057-Bóveda del Río Almar;españoles;Total;230
Ambos sexos;37057-Bóveda del Río Almar;españoles;Menores de 16 años;17
Ambos sexos;37057-Bóveda del Río Almar;españoles;De 16 a 64 años;126
Ambos sexos;37057-Bóveda del Río Almar;españoles;De 65 y más años;87
Ambos sexos;37057-Bóveda del Río Almar;extranjeros;Total;1
Ambos sexos;37057-Bóveda del Río Almar;extranjeros;Menores de 16 años;0
Ambos sexos;37057-Bóveda del Río Almar;extranjeros;De 16 a 64 años;0
Ambos sexos;37057-Bóveda del Río Almar;extranjeros;De 65 y más años;1
Ambos sexos;37058-Brincones;Total;Total;56
Ambos sexos;37058-Brincones;Total;Menores de 16 años;1
Ambos sexos;37058-Brincones;Total;De 16 a 64 años;27
Ambos sexos;37058-Brincones;Total;De 65 y más años;28
Ambos sexos;37058-Brincones;españoles;Total;56
Ambos sexos;37058-Brincones;españoles;Menores de 16 años;1
Ambos sexos;37058-Brincones;españoles;De 16 a 64 años;27
Ambos sexos;37058-Brincones;españoles;De 65 y más años;28
Ambos sexos;37058-Brincones;extranjeros;Total;0
Ambos sexos;37058-Brincones;extranjeros;Menores de 16 años;0
Ambos sexos;37058-Brincones;extranjeros;De 16 a 64 años;0
Ambos sexos;37058-Brincones;extranjeros;De 65 y más años;0
Ambos sexos;37059-Buenamadre;Total;Total;132
Ambos sexos;37059-Buenamadre;Total;Menores de 16 años;8
Ambos sexos;37059-Buenamadre;Total;De 16 a 64 años;73
Ambos sexos;37059-Buenamadre;Total;De 65 y más años;51
Ambos sexos;37059-Buenamadre;españoles;Total;132
Ambos sexos;37059-Buenamadre;españoles;Menores de 16 años;8
Ambos sexos;37059-Buenamadre;españoles;De 16 a 64 años;73
Ambos sexos;37059-Buenamadre;españoles;De 65 y más años;51
Ambos sexos;37059-Buenamadre;extranjeros;Total;0
Ambos sexos;37059-Buenamadre;extranjeros;Menores de 16 años;0
Ambos sexos;37059-Buenamadre;extranjeros;De 16 a 64 años;0
Ambos sexos;37059-Buenamadre;extranjeros;De 65 y más años;0
Ambos sexos;37060-Buenavista;Total;Total;351
Ambos sexos;37060-Buenavista;Total;Menores de 16 años;44
Ambos sexos;37060-Buenavista;Total;De 16 a 64 años;251
Ambos sexos;37060-Buenavista;Total;De 65 y más años;56
Ambos sexos;37060-Buenavista;españoles;Total;318
Ambos sexos;37060-Buenavista;españoles;Menores de 16 años;37
Ambos sexos;37060-Buenavista;españoles;De 16 a 64 años;227
Ambos sexos;37060-Buenavista;españoles;De 65 y más años;54
Ambos sexos;37060-Buenavista;extranjeros;Total;33
Ambos sexos;37060-Buenavista;extranjeros;Menores de 16 años;7
Ambos sexos;37060-Buenavista;extranjeros;De 16 a 64 años;24
Ambos sexos;37060-Buenavista;extranjeros;De 65 y más años;2
Ambos sexos;37061-Cabaco, El;Total;Total;232
Ambos sexos;37061-Cabaco, El;Total;Menores de 16 años;8
Ambos sexos;37061-Cabaco, El;Total;De 16 a 64 años;138
Ambos sexos;37061-Cabaco, El;Total;De 65 y más años;86
Ambos sexos;37061-Cabaco, El;españoles;Total;219
Ambos sexos;37061-Cabaco, El;españoles;Menores de 16 años;6
Ambos sexos;37061-Cabaco, El;españoles;De 16 a 64 años;128
Ambos sexos;37061-Cabaco, El;españoles;De 65 y más años;85
Ambos sexos;37061-Cabaco, El;extranjeros;Total;13
Ambos sexos;37061-Cabaco, El;extranjeros;Menores de 16 años;2
Ambos sexos;37061-Cabaco, El;extranjeros;De 16 a 64 años;10
Ambos sexos;37061-Cabaco, El;extranjeros;De 65 y más años;1
Ambos sexos;37063-Cabeza de Béjar, La;Total;Total;67
Ambos sexos;37063-Cabeza de Béjar, La;Total;Menores de 16 años;2
Ambos sexos;37063-Cabeza de Béjar, La;Total;De 16 a 64 años;36
Ambos sexos;37063-Cabeza de Béjar, La;Total;De 65 y más años;29
Ambos sexos;37063-Cabeza de Béjar, La;españoles;Total;67
Ambos sexos;37063-Cabeza de Béjar, La;españoles;Menores de 16 años;2
Ambos sexos;37063-Cabeza de Béjar, La;españoles;De 16 a 64 años;36
Ambos sexos;37063-Cabeza de Béjar, La;españoles;De 65 y más años;29
Ambos sexos;37063-Cabeza de Béjar, La;extranjeros;Total;0
Ambos sexos;37063-Cabeza de Béjar, La;extranjeros;Menores de 16 años;0
Ambos sexos;37063-Cabeza de Béjar, La;extranjeros;De 16 a 64 años;0
Ambos sexos;37063-Cabeza de Béjar, La;extranjeros;De 65 y más años;0
Ambos sexos;37065-Cabeza del Caballo;Total;Total;291
Ambos sexos;37065-Cabeza del Caballo;Total;Menores de 16 años;11
Ambos sexos;37065-Cabeza del Caballo;Total;De 16 a 64 años;133
Ambos sexos;37065-Cabeza del Caballo;Total;De 65 y más años;147
Ambos sexos;37065-Cabeza del Caballo;españoles;Total;291
Ambos sexos;37065-Cabeza del Caballo;españoles;Menores de 16 años;11
Ambos sexos;37065-Cabeza del Caballo;españoles;De 16 a 64 años;133
Ambos sexos;37065-Cabeza del Caballo;españoles;De 65 y más años;147
Ambos sexos;37065-Cabeza del Caballo;extranjeros;Total;0
Ambos sexos;37065-Cabeza del Caballo;extranjeros;Menores de 16 años;0
Ambos sexos;37065-Cabeza del Caballo;extranjeros;De 16 a 64 años;0
Ambos sexos;37065-Cabeza del Caballo;extranjeros;De 65 y más años;0
Ambos sexos;37062-Cabezabellosa de la Calzada;Total;Total;77
Ambos sexos;37062-Cabezabellosa de la Calzada;Total;Menores de 16 años;0
Ambos sexos;37062-Cabezabellosa de la Calzada;Total;De 16 a 64 años;41
Ambos sexos;37062-Cabezabellosa de la Calzada;Total;De 65 y más años;36
Ambos sexos;37062-Cabezabellosa de la Calzada;españoles;Total;77
Ambos sexos;37062-Cabezabellosa de la Calzada;españoles;Menores de 16 años;0
Ambos sexos;37062-Cabezabellosa de la Calzada;españoles;De 16 a 64 años;41
Ambos sexos;37062-Cabezabellosa de la Calzada;españoles;De 65 y más años;36
