Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Hombres;37033-Arcediano;Total;Total;55
Hombres;37033-Arcediano;Total;Menores de 16 años;4
Hombres;37033-Arcediano;Total;De 16 a 64 años;42
Hombres;37033-Arcediano;Total;De 65 y más años;9
Hombres;37033-Arcediano;españoles;Total;52
Hombres;37033-Arcediano;españoles;Menores de 16 años;4
Hombres;37033-Arcediano;españoles;De 16 a 64 años;39
Hombres;37033-Arcediano;españoles;De 65 y más años;9
Hombres;37033-Arcediano;extranjeros;Total;3
Hombres;37033-Arcediano;extranjeros;Menores de 16 años;0
Hombres;37033-Arcediano;extranjeros;De 16 a 64 años;3
Hombres;37033-Arcediano;extranjeros;De 65 y más años;0
Hombres;37034-Arco, El;Total;Total;42
Hombres;37034-Arco, El;Total;Menores de 16 años;0
Hombres;37034-Arco, El;Total;De 16 a 64 años;31
Hombres;37034-Arco, El;Total;De 65 y más años;11
Hombres;37034-Arco, El;españoles;Total;42
Hombres;37034-Arco, El;españoles;Menores de 16 años;0
Hombres;37034-Arco, El;españoles;De 16 a 64 años;31
Hombres;37034-Arco, El;españoles;De 65 y más años;11
Hombres;37034-Arco, El;extranjeros;Total;0
Hombres;37034-Arco, El;extranjeros;Menores de 16 años;0
Hombres;37034-Arco, El;extranjeros;De 16 a 64 años;0
Hombres;37034-Arco, El;extranjeros;De 65 y más años;0
Hombres;37035-Armenteros;Total;Total;114
Hombres;37035-Armenteros;Total;Menores de 16 años;4
Hombres;37035-Armenteros;Total;De 16 a 64 años;74
Hombres;37035-Armenteros;Total;De 65 y más años;36
Hombres;37035-Armenteros;españoles;Total;100
Hombres;37035-Armenteros;españoles;Menores de 16 años;4
Hombres;37035-Armenteros;españoles;De 16 a 64 años;61
Hombres;37035-Armenteros;españoles;De 65 y más años;35
Hombres;37035-Armenteros;extranjeros;Total;14
Hombres;37035-Armenteros;extranjeros;Menores de 16 años;0
Hombres;37035-Armenteros;extranjeros;De 16 a 64 años;13
Hombres;37035-Armenteros;extranjeros;De 65 y más años;1
Hombres;37037-Atalaya, La;Total;Total;64
Hombres;37037-Atalaya, La;Total;Menores de 16 años;1
Hombres;37037-Atalaya, La;Total;De 16 a 64 años;35
Hombres;37037-Atalaya, La;Total;De 65 y más años;28
Hombres;37037-Atalaya, La;españoles;Total;64
Hombres;37037-Atalaya, La;españoles;Menores de 16 años;1
Hombres;37037-Atalaya, La;españoles;De 16 a 64 años;35
Hombres;37037-Atalaya, La;españoles;De 65 y más años;28
Hombres;37037-Atalaya, La;extranjeros;Total;0
Hombres;37037-Atalaya, La;extranjeros;Menores de 16 años;0
Hombres;37037-Atalaya, La;extranjeros;De 16 a 64 años;0
Hombres;37037-Atalaya, La;extranjeros;De 65 y más años;0
Hombres;37038-Babilafuente;Total;Total;469
Hombres;37038-Babilafuente;Total;Menores de 16 años;53
Hombres;37038-Babilafuente;Total;De 16 a 64 años;321
Hombres;37038-Babilafuente;Total;De 65 y más años;95
Hombres;37038-Babilafuente;españoles;Total;457
Hombres;37038-Babilafuente;españoles;Menores de 16 años;50
Hombres;37038-Babilafuente;españoles;De 16 a 64 años;312
Hombres;37038-Babilafuente;españoles;De 65 y más años;95
Hombres;37038-Babilafuente;extranjeros;Total;12
Hombres;37038-Babilafuente;extranjeros;Menores de 16 años;3
Hombres;37038-Babilafuente;extranjeros;De 16 a 64 años;9
Hombres;37038-Babilafuente;extranjeros;De 65 y más años;0
Hombres;37039-Bañobárez;Total;Total;158
Hombres;37039-Bañobárez;Total;Menores de 16 años;9
Hombres;37039-Bañobárez;Total;De 16 a 64 años;90
Hombres;37039-Bañobárez;Total;De 65 y más años;59
Hombres;37039-Bañobárez;españoles;Total;157
Hombres;37039-Bañobárez;españoles;Menores de 16 años;9
Hombres;37039-Bañobárez;españoles;De 16 a 64 años;89
Hombres;37039-Bañobárez;españoles;De 65 y más años;59
Hombres;37039-Bañobárez;extranjeros;Total;1
Hombres;37039-Bañobárez;extranjeros;Menores de 16 años;0
Hombres;37039-Bañobárez;extranjeros;De 16 a 64 años;1
Hombres;37039-Bañobárez;extranjeros;De 65 y más años;0
Hombres;37040-Barbadillo;Total;Total;217
Hombres;37040-Barbadillo;Total;Menores de 16 años;11
Hombres;37040-Barbadillo;Total;De 16 a 64 años;160
Hombres;37040-Barbadillo;Total;De 65 y más años;46
Hombres;37040-Barbadillo;españoles;Total;216
Hombres;37040-Barbadillo;españoles;Menores de 16 años;11
Hombres;37040-Barbadillo;españoles;De 16 a 64 años;159
Hombres;37040-Barbadillo;españoles;De 65 y más años;46
Hombres;37040-Barbadillo;extranjeros;Total;1
Hombres;37040-Barbadillo;extranjeros;Menores de 16 años;0
Hombres;37040-Barbadillo;extranjeros;De 16 a 64 años;1
Hombres;37040-Barbadillo;extranjeros;De 65 y más años;0
Hombres;37041-Barbalos;Total;Total;42
Hombres;37041-Barbalos;Total;Menores de 16 años;0
Hombres;37041-Barbalos;Total;De 16 a 64 años;27
Hombres;37041-Barbalos;Total;De 65 y más años;15
Hombres;37041-Barbalos;españoles;Total;42
Hombres;37041-Barbalos;españoles;Menores de 16 años;0
Hombres;37041-Barbalos;españoles;De 16 a 64 años;27
Hombres;37041-Barbalos;españoles;De 65 y más años;15
Hombres;37041-Barbalos;extranjeros;Total;0
Hombres;37041-Barbalos;extranjeros;Menores de 16 años;0
Hombres;37041-Barbalos;extranjeros;De 16 a 64 años;0
Hombres;37041-Barbalos;extranjeros;De 65 y más años;0
Hombres;37042-Barceo;Total;Total;30
Hombres;37042-Barceo;Total;Menores de 16 años;4
Hombres;37042-Barceo;Total;De 16 a 64 años;13
Hombres;37042-Barceo;Total;De 65 y más años;13
Hombres;37042-Barceo;españoles;Total;30
Hombres;37042-Barceo;españoles;Menores de 16 años;4
Hombres;37042-Barceo;españoles;De 16 a 64 años;13
Hombres;37042-Barceo;españoles;De 65 y más años;13
Hombres;37042-Barceo;extranjeros;Total;0
Hombres;37042-Barceo;extranjeros;Menores de 16 años;0
Hombres;37042-Barceo;extranjeros;De 16 a 64 años;0
Hombres;37042-Barceo;extranjeros;De 65 y más años;0
Hombres;37044-Barruecopardo;Total;Total;238
Hombres;37044-Barruecopardo;Total;Menores de 16 años;11
Hombres;37044-Barruecopardo;Total;De 16 a 64 años;144
Hombres;37044-Barruecopardo;Total;De 65 y más años;83
Hombres;37044-Barruecopardo;españoles;Total;237
Hombres;37044-Barruecopardo;españoles;Menores de 16 años;11
Hombres;37044-Barruecopardo;españoles;De 16 a 64 años;143
Hombres;37044-Barruecopardo;españoles;De 65 y más años;83
Hombres;37044-Barruecopardo;extranjeros;Total;1
Hombres;37044-Barruecopardo;extranjeros;Menores de 16 años;0
Hombres;37044-Barruecopardo;extranjeros;De 16 a 64 años;1
Hombres;37044-Barruecopardo;extranjeros;De 65 y más años;0
Hombres;37045-Bastida, La;Total;Total;14
Hombres;37045-Bastida, La;Total;Menores de 16 años;0
Hombres;37045-Bastida, La;Total;De 16 a 64 años;5
Hombres;37045-Bastida, La;Total;De 65 y más años;9
Hombres;37045-Bastida, La;españoles;Total;14
Hombres;37045-Bastida, La;españoles;Menores de 16 años;0
Hombres;37045-Bastida, La;españoles;De 16 a 64 años;5
Hombres;37045-Bastida, La;españoles;De 65 y más años;9
Hombres;37045-Bastida, La;extranjeros;Total;0
Hombres;37045-Bastida, La;extranjeros;Menores de 16 años;0
Hombres;37045-Bastida, La;extranjeros;De 16 a 64 años;0
Hombres;37045-Bastida, La;extranjeros;De 65 y más años;0
Hombres;37046-Béjar;Total;Total;6.133
Hombres;37046-Béjar;Total;Menores de 16 años;768
Hombres;37046-Béjar;Total;De 16 a 64 años;3.853
Hombres;37046-Béjar;Total;De 65 y más años;1.512
Hombres;37046-Béjar;españoles;Total;5.924
Hombres;37046-Béjar;españoles;Menores de 16 años;739
Hombres;37046-Béjar;españoles;De 16 a 64 años;3.680
Hombres;37046-Béjar;españoles;De 65 y más años;1.505
Hombres;37046-Béjar;extranjeros;Total;209
Hombres;37046-Béjar;extranjeros;Menores de 16 años;29
Hombres;37046-Béjar;extranjeros;De 16 a 64 años;173
Hombres;37046-Béjar;extranjeros;De 65 y más años;7
Hombres;37047-Beleña;Total;Total;121
Hombres;37047-Beleña;Total;Menores de 16 años;10
Hombres;37047-Beleña;Total;De 16 a 64 años;38
Hombres;37047-Beleña;Total;De 65 y más años;73
Hombres;37047-Beleña;españoles;Total;112
Hombres;37047-Beleña;españoles;Menores de 16 años;8
Hombres;37047-Beleña;españoles;De 16 a 64 años;32
Hombres;37047-Beleña;españoles;De 65 y más años;72
Hombres;37047-Beleña;extranjeros;Total;9
Hombres;37047-Beleña;extranjeros;Menores de 16 años;2
Hombres;37047-Beleña;extranjeros;De 16 a 64 años;6
Hombres;37047-Beleña;extranjeros;De 65 y más años;1
Hombres;37049-Bermellar;Total;Total;66
Hombres;37049-Bermellar;Total;Menores de 16 años;2
Hombres;37049-Bermellar;Total;De 16 a 64 años;39
Hombres;37049-Bermellar;Total;De 65 y más años;25
Hombres;37049-Bermellar;españoles;Total;66
Hombres;37049-Bermellar;españoles;Menores de 16 años;2
Hombres;37049-Bermellar;españoles;De 16 a 64 años;39
Hombres;37049-Bermellar;españoles;De 65 y más años;25
Hombres;37049-Bermellar;extranjeros;Total;0
Hombres;37049-Bermellar;extranjeros;Menores de 16 años;0
Hombres;37049-Bermellar;extranjeros;De 16 a 64 años;0
Hombres;37049-Bermellar;extranjeros;De 65 y más años;0
Hombres;37050-Berrocal de Huebra;Total;Total;40
Hombres;37050-Berrocal de Huebra;Total;Menores de 16 años;2
Hombres;37050-Berrocal de Huebra;Total;De 16 a 64 años;21
Hombres;37050-Berrocal de Huebra;Total;De 65 y más años;17
Hombres;37050-Berrocal de Huebra;españoles;Total;40
Hombres;37050-Berrocal de Huebra;españoles;Menores de 16 años;2
Hombres;37050-Berrocal de Huebra;españoles;De 16 a 64 años;21
Hombres;37050-Berrocal de Huebra;españoles;De 65 y más años;17
Hombres;37050-Berrocal de Huebra;extranjeros;Total;0
Hombres;37050-Berrocal de Huebra;extranjeros;Menores de 16 años;0
Hombres;37050-Berrocal de Huebra;extranjeros;De 16 a 64 años;0
Hombres;37050-Berrocal de Huebra;extranjeros;De 65 y más años;0
Hombres;37051-Berrocal de Salvatierra;Total;Total;48
Hombres;37051-Berrocal de Salvatierra;Total;Menores de 16 años;5
Hombres;37051-Berrocal de Salvatierra;Total;De 16 a 64 años;29
Hombres;37051-Berrocal de Salvatierra;Total;De 65 y más años;14
Hombres;37051-Berrocal de Salvatierra;españoles;Total;48
Hombres;37051-Berrocal de Salvatierra;españoles;Menores de 16 años;5
Hombres;37051-Berrocal de Salvatierra;españoles;De 16 a 64 años;29
Hombres;37051-Berrocal de Salvatierra;españoles;De 65 y más años;14
Hombres;37051-Berrocal de Salvatierra;extranjeros;Total;0
Hombres;37051-Berrocal de Salvatierra;extranjeros;Menores de 16 años;0
Hombres;37051-Berrocal de Salvatierra;extranjeros;De 16 a 64 años;0
Hombres;37051-Berrocal de Salvatierra;extranjeros;De 65 y más años;0
Hombres;37052-Boada;Total;Total;155
Hombres;37052-Boada;Total;Menores de 16 años;12
Hombres;37052-Boada;Total;De 16 a 64 años;95
Hombres;37052-Boada;Total;De 65 y más años;48
Hombres;37052-Boada;españoles;Total;155
Hombres;37052-Boada;españoles;Menores de 16 años;12
Hombres;37052-Boada;españoles;De 16 a 64 años;95
Hombres;37052-Boada;españoles;De 65 y más años;48
Hombres;37052-Boada;extranjeros;Total;0
Hombres;37052-Boada;extranjeros;Menores de 16 años;0
Hombres;37052-Boada;extranjeros;De 16 a 64 años;0
Hombres;37052-Boada;extranjeros;De 65 y más años;0
Hombres;37054-Bodón, El;Total;Total;150
Hombres;37054-Bodón, El;Total;Menores de 16 años;17
Hombres;37054-Bodón, El;Total;De 16 a 64 años;80
Hombres;37054-Bodón, El;Total;De 65 y más años;53
Hombres;37054-Bodón, El;españoles;Total;148
Hombres;37054-Bodón, El;españoles;Menores de 16 años;17
Hombres;37054-Bodón, El;españoles;De 16 a 64 años;79
Hombres;37054-Bodón, El;españoles;De 65 y más años;52
Hombres;37054-Bodón, El;extranjeros;Total;2
Hombres;37054-Bodón, El;extranjeros;Menores de 16 años;0
Hombres;37054-Bodón, El;extranjeros;De 16 a 64 años;1
Hombres;37054-Bodón, El;extranjeros;De 65 y más años;1
Hombres;37055-Bogajo;Total;Total;74
Hombres;37055-Bogajo;Total;Menores de 16 años;2
Hombres;37055-Bogajo;Total;De 16 a 64 años;50
Hombres;37055-Bogajo;Total;De 65 y más años;22
Hombres;37055-Bogajo;españoles;Total;68
Hombres;37055-Bogajo;españoles;Menores de 16 años;1
Hombres;37055-Bogajo;españoles;De 16 a 64 años;45
Hombres;37055-Bogajo;españoles;De 65 y más años;22
Hombres;37055-Bogajo;extranjeros;Total;6
Hombres;37055-Bogajo;extranjeros;Menores de 16 años;1
Hombres;37055-Bogajo;extranjeros;De 16 a 64 años;5
Hombres;37055-Bogajo;extranjeros;De 65 y más años;0
Hombres;37056-Bouza, La;Total;Total;24
Hombres;37056-Bouza, La;Total;Menores de 16 años;3
Hombres;37056-Bouza, La;Total;De 16 a 64 años;13
Hombres;37056-Bouza, La;Total;De 65 y más años;8
Hombres;37056-Bouza, La;españoles;Total;22
Hombres;37056-Bouza, La;españoles;Menores de 16 años;3
Hombres;37056-Bouza, La;españoles;De 16 a 64 años;11
Hombres;37056-Bouza, La;españoles;De 65 y más años;8
Hombres;37056-Bouza, La;extranjeros;Total;2
Hombres;37056-Bouza, La;extranjeros;Menores de 16 años;0
Hombres;37056-Bouza, La;extranjeros;De 16 a 64 años;2
Hombres;37056-Bouza, La;extranjeros;De 65 y más años;0
Hombres;37057-Bóveda del Río Almar;Total;Total;127
Hombres;37057-Bóveda del Río Almar;Total;Menores de 16 años;5
Hombres;37057-Bóveda del Río Almar;Total;De 16 a 64 años;79
Hombres;37057-Bóveda del Río Almar;Total;De 65 y más años;43
Hombres;37057-Bóveda del Río Almar;españoles;Total;127
Hombres;37057-Bóveda del Río Almar;españoles;Menores de 16 años;5
Hombres;37057-Bóveda del Río Almar;españoles;De 16 a 64 años;79
Hombres;37057-Bóveda del Río Almar;españoles;De 65 y más años;43
Hombres;37057-Bóveda del Río Almar;extranjeros;Total;0
Hombres;37057-Bóveda del Río Almar;extranjeros;Menores de 16 años;0
Hombres;37057-Bóveda del Río Almar;extranjeros;De 16 a 64 años;0
Hombres;37057-Bóveda del Río Almar;extranjeros;De 65 y más años;0
Hombres;37058-Brincones;Total;Total;29
Hombres;37058-Brincones;Total;Menores de 16 años;1
Hombres;37058-Brincones;Total;De 16 a 64 años;14
Hombres;37058-Brincones;Total;De 65 y más años;14
Hombres;37058-Brincones;españoles;Total;29
Hombres;37058-Brincones;españoles;Menores de 16 años;1
Hombres;37058-Brincones;españoles;De 16 a 64 años;14
Hombres;37058-Brincones;españoles;De 65 y más años;14
Hombres;37058-Brincones;extranjeros;Total;0
Hombres;37058-Brincones;extranjeros;Menores de 16 años;0
Hombres;37058-Brincones;extranjeros;De 16 a 64 años;0
Hombres;37058-Brincones;extranjeros;De 65 y más años;0
Hombres;37059-Buenamadre;Total;Total;69
Hombres;37059-Buenamadre;Total;Menores de 16 años;2
Hombres;37059-Buenamadre;Total;De 16 a 64 años;40
Hombres;37059-Buenamadre;Total;De 65 y más años;27
Hombres;37059-Buenamadre;españoles;Total;69
Hombres;37059-Buenamadre;españoles;Menores de 16 años;2
Hombres;37059-Buenamadre;españoles;De 16 a 64 años;40
Hombres;37059-Buenamadre;españoles;De 65 y más años;27
Hombres;37059-Buenamadre;extranjeros;Total;0
Hombres;37059-Buenamadre;extranjeros;Menores de 16 años;0
Hombres;37059-Buenamadre;extranjeros;De 16 a 64 años;0
Hombres;37059-Buenamadre;extranjeros;De 65 y más años;0
Hombres;37060-Buenavista;Total;Total;189
Hombres;37060-Buenavista;Total;Menores de 16 años;24
Hombres;37060-Buenavista;Total;De 16 a 64 años;134
Hombres;37060-Buenavista;Total;De 65 y más años;31
Hombres;37060-Buenavista;españoles;Total;174
Hombres;37060-Buenavista;españoles;Menores de 16 años;18
Hombres;37060-Buenavista;españoles;De 16 a 64 años;125
Hombres;37060-Buenavista;españoles;De 65 y más años;31
Hombres;37060-Buenavista;extranjeros;Total;15
Hombres;37060-Buenavista;extranjeros;Menores de 16 años;6
Hombres;37060-Buenavista;extranjeros;De 16 a 64 años;9
Hombres;37060-Buenavista;extranjeros;De 65 y más años;0
Hombres;37061-Cabaco, El;Total;Total;117
Hombres;37061-Cabaco, El;Total;Menores de 16 años;3
Hombres;37061-Cabaco, El;Total;De 16 a 64 años;72
Hombres;37061-Cabaco, El;Total;De 65 y más años;42
Hombres;37061-Cabaco, El;españoles;Total;111
Hombres;37061-Cabaco, El;españoles;Menores de 16 años;1
Hombres;37061-Cabaco, El;españoles;De 16 a 64 años;69
Hombres;37061-Cabaco, El;españoles;De 65 y más años;41
Hombres;37061-Cabaco, El;extranjeros;Total;6
Hombres;37061-Cabaco, El;extranjeros;Menores de 16 años;2
Hombres;37061-Cabaco, El;extranjeros;De 16 a 64 años;3
Hombres;37061-Cabaco, El;extranjeros;De 65 y más años;1
Hombres;37063-Cabeza de Béjar, La;Total;Total;41
Hombres;37063-Cabeza de Béjar, La;Total;Menores de 16 años;0
Hombres;37063-Cabeza de Béjar, La;Total;De 16 a 64 años;25
Hombres;37063-Cabeza de Béjar, La;Total;De 65 y más años;16
Hombres;37063-Cabeza de Béjar, La;españoles;Total;41
Hombres;37063-Cabeza de Béjar, La;españoles;Menores de 16 años;0
Hombres;37063-Cabeza de Béjar, La;españoles;De 16 a 64 años;25
Hombres;37063-Cabeza de Béjar, La;españoles;De 65 y más años;16
Hombres;37063-Cabeza de Béjar, La;extranjeros;Total;0
Hombres;37063-Cabeza de Béjar, La;extranjeros;Menores de 16 años;0
Hombres;37063-Cabeza de Béjar, La;extranjeros;De 16 a 64 años;0
Hombres;37063-Cabeza de Béjar, La;extranjeros;De 65 y más años;0
Hombres;37065-Cabeza del Caballo;Total;Total;157
Hombres;37065-Cabeza del Caballo;Total;Menores de 16 años;7
Hombres;37065-Cabeza del Caballo;Total;De 16 a 64 años;83
Hombres;37065-Cabeza del Caballo;Total;De 65 y más años;67
Hombres;37065-Cabeza del Caballo;españoles;Total;157
Hombres;37065-Cabeza del Caballo;españoles;Menores de 16 años;7
Hombres;37065-Cabeza del Caballo;españoles;De 16 a 64 años;83
Hombres;37065-Cabeza del Caballo;españoles;De 65 y más años;67
Hombres;37065-Cabeza del Caballo;extranjeros;Total;0
Hombres;37065-Cabeza del Caballo;extranjeros;Menores de 16 años;0
Hombres;37065-Cabeza del Caballo;extranjeros;De 16 a 64 años;0
Hombres;37065-Cabeza del Caballo;extranjeros;De 65 y más años;0
Hombres;37062-Cabezabellosa de la Calzada;Total;Total;45
Hombres;37062-Cabezabellosa de la Calzada;Total;Menores de 16 años;0
Hombres;37062-Cabezabellosa de la Calzada;Total;De 16 a 64 años;28
Hombres;37062-Cabezabellosa de la Calzada;Total;De 65 y más años;17
Hombres;37062-Cabezabellosa de la Calzada;españoles;Total;45
Hombres;37062-Cabezabellosa de la Calzada;españoles;Menores de 16 años;0
Hombres;37062-Cabezabellosa de la Calzada;españoles;De 16 a 64 años;28
Hombres;37062-Cabezabellosa de la Calzada;españoles;De 65 y más años;17
Hombres;37062-Cabezabellosa de la Calzada;extranjeros;Total;0
Hombres;37062-Cabezabellosa de la Calzada;extranjeros;Menores de 16 años;0
Hombres;37062-Cabezabellosa de la Calzada;extranjeros;De 16 a 64 años;0
Hombres;37062-Cabezabellosa de la Calzada;extranjeros;De 65 y más años;0
Hombres;37067-Cabrerizos;Total;Total;2.129
Hombres;37067-Cabrerizos;Total;Menores de 16 años;423
Hombres;37067-Cabrerizos;Total;De 16 a 64 años;1.455
Hombres;37067-Cabrerizos;Total;De 65 y más años;251
Hombres;37067-Cabrerizos;españoles;Total;2.089
Hombres;37067-Cabrerizos;españoles;Menores de 16 años;418
Hombres;37067-Cabrerizos;españoles;De 16 a 64 años;1.427
Hombres;37067-Cabrerizos;españoles;De 65 y más años;244
Hombres;37067-Cabrerizos;extranjeros;Total;40
Hombres;37067-Cabrerizos;extranjeros;Menores de 16 años;5
Hombres;37067-Cabrerizos;extranjeros;De 16 a 64 años;28
Hombres;37067-Cabrerizos;extranjeros;De 65 y más años;7
Hombres;37068-Cabrillas;Total;Total;195
Hombres;37068-Cabrillas;Total;Menores de 16 años;12
Hombres;37068-Cabrillas;Total;De 16 a 64 años;102
Hombres;37068-Cabrillas;Total;De 65 y más años;81
Hombres;37068-Cabrillas;españoles;Total;189
Hombres;37068-Cabrillas;españoles;Menores de 16 años;9
Hombres;37068-Cabrillas;españoles;De 16 a 64 años;99
Hombres;37068-Cabrillas;españoles;De 65 y más años;81
Hombres;37068-Cabrillas;extranjeros;Total;6
Hombres;37068-Cabrillas;extranjeros;Menores de 16 años;3
Hombres;37068-Cabrillas;extranjeros;De 16 a 64 años;3
Hombres;37068-Cabrillas;extranjeros;De 65 y más años;0
Hombres;37069-Calvarrasa de Abajo;Total;Total;610
Hombres;37069-Calvarrasa de Abajo;Total;Menores de 16 años;79
Hombres;37069-Calvarrasa de Abajo;Total;De 16 a 64 años;409
Hombres;37069-Calvarrasa de Abajo;Total;De 65 y más años;122
Hombres;37069-Calvarrasa de Abajo;españoles;Total;600
Hombres;37069-Calvarrasa de Abajo;españoles;Menores de 16 años;78
Hombres;37069-Calvarrasa de Abajo;españoles;De 16 a 64 años;401
Hombres;37069-Calvarrasa de Abajo;españoles;De 65 y más años;121
Hombres;37069-Calvarrasa de Abajo;extranjeros;Total;10
Hombres;37069-Calvarrasa de Abajo;extranjeros;Menores de 16 años;1
Hombres;37069-Calvarrasa de Abajo;extranjeros;De 16 a 64 años;8
Hombres;37069-Calvarrasa de Abajo;extranjeros;De 65 y más años;1
Hombres;37070-Calvarrasa de Arriba;Total;Total;324
Hombres;37070-Calvarrasa de Arriba;Total;Menores de 16 años;29
Hombres;37070-Calvarrasa de Arriba;Total;De 16 a 64 años;224
Hombres;37070-Calvarrasa de Arriba;Total;De 65 y más años;71
Hombres;37070-Calvarrasa de Arriba;españoles;Total;322
Hombres;37070-Calvarrasa de Arriba;españoles;Menores de 16 años;28
Hombres;37070-Calvarrasa de Arriba;españoles;De 16 a 64 años;223
Hombres;37070-Calvarrasa de Arriba;españoles;De 65 y más años;71
Hombres;37070-Calvarrasa de Arriba;extranjeros;Total;2
Hombres;37070-Calvarrasa de Arriba;extranjeros;Menores de 16 años;1
Hombres;37070-Calvarrasa de Arriba;extranjeros;De 16 a 64 años;1
Hombres;37070-Calvarrasa de Arriba;extranjeros;De 65 y más años;0
Hombres;37071-Calzada de Béjar, La;Total;Total;46
Hombres;37071-Calzada de Béjar, La;Total;Menores de 16 años;3
Hombres;37071-Calzada de Béjar, La;Total;De 16 a 64 años;24
Hombres;37071-Calzada de Béjar, La;Total;De 65 y más años;19
Hombres;37071-Calzada de Béjar, La;españoles;Total;46
Hombres;37071-Calzada de Béjar, La;españoles;Menores de 16 años;3
Hombres;37071-Calzada de Béjar, La;españoles;De 16 a 64 años;24
Hombres;37071-Calzada de Béjar, La;españoles;De 65 y más años;19
Hombres;37071-Calzada de Béjar, La;extranjeros;Total;0
Hombres;37071-Calzada de Béjar, La;extranjeros;Menores de 16 años;0
Hombres;37071-Calzada de Béjar, La;extranjeros;De 16 a 64 años;0
Hombres;37071-Calzada de Béjar, La;extranjeros;De 65 y más años;0
Hombres;37072-Calzada de Don Diego;Total;Total;84
Hombres;37072-Calzada de Don Diego;Total;Menores de 16 años;1
Hombres;37072-Calzada de Don Diego;Total;De 16 a 64 años;56
Hombres;37072-Calzada de Don Diego;Total;De 65 y más años;27
Hombres;37072-Calzada de Don Diego;españoles;Total;82
Hombres;37072-Calzada de Don Diego;españoles;Menores de 16 años;1
Hombres;37072-Calzada de Don Diego;españoles;De 16 a 64 años;54
Hombres;37072-Calzada de Don Diego;españoles;De 65 y más años;27
Hombres;37072-Calzada de Don Diego;extranjeros;Total;2
Hombres;37072-Calzada de Don Diego;extranjeros;Menores de 16 años;0
Hombres;37072-Calzada de Don Diego;extranjeros;De 16 a 64 años;2
Hombres;37072-Calzada de Don Diego;extranjeros;De 65 y más años;0
Hombres;37073-Calzada de Valdunciel;Total;Total;340
Hombres;37073-Calzada de Valdunciel;Total;Menores de 16 años;34
Hombres;37073-Calzada de Valdunciel;Total;De 16 a 64 años;241
Hombres;37073-Calzada de Valdunciel;Total;De 65 y más años;65
Hombres;37073-Calzada de Valdunciel;españoles;Total;335
Hombres;37073-Calzada de Valdunciel;españoles;Menores de 16 años;33
Hombres;37073-Calzada de Valdunciel;españoles;De 16 a 64 años;237
Hombres;37073-Calzada de Valdunciel;españoles;De 65 y más años;65
Hombres;37073-Calzada de Valdunciel;extranjeros;Total;5
Hombres;37073-Calzada de Valdunciel;extranjeros;Menores de 16 años;1
Hombres;37073-Calzada de Valdunciel;extranjeros;De 16 a 64 años;4
Hombres;37073-Calzada de Valdunciel;extranjeros;De 65 y más años;0
Hombres;37074-Campillo de Azaba;Total;Total;96
Hombres;37074-Campillo de Azaba;Total;Menores de 16 años;3
Hombres;37074-Campillo de Azaba;Total;De 16 a 64 años;63
Hombres;37074-Campillo de Azaba;Total;De 65 y más años;30
Hombres;37074-Campillo de Azaba;españoles;Total;82
Hombres;37074-Campillo de Azaba;españoles;Menores de 16 años;3
Hombres;37074-Campillo de Azaba;españoles;De 16 a 64 años;49
Hombres;37074-Campillo de Azaba;españoles;De 65 y más años;30
Hombres;37074-Campillo de Azaba;extranjeros;Total;14
Hombres;37074-Campillo de Azaba;extranjeros;Menores de 16 años;0
Hombres;37074-Campillo de Azaba;extranjeros;De 16 a 64 años;14
Hombres;37074-Campillo de Azaba;extranjeros;De 65 y más años;0
Hombres;37077-Campo de Peñaranda, El;Total;Total;153
Hombres;37077-Campo de Peñaranda, El;Total;Menores de 16 años;4
Hombres;37077-Campo de Peñaranda, El;Total;De 16 a 64 años;94
Hombres;37077-Campo de Peñaranda, El;Total;De 65 y más años;55
Hombres;37077-Campo de Peñaranda, El;españoles;Total;153
Hombres;37077-Campo de Peñaranda, El;españoles;Menores de 16 años;4
Hombres;37077-Campo de Peñaranda, El;españoles;De 16 a 64 años;94
Hombres;37077-Campo de Peñaranda, El;españoles;De 65 y más años;55
Hombres;37077-Campo de Peñaranda, El;extranjeros;Total;0
Hombres;37077-Campo de Peñaranda, El;extranjeros;Menores de 16 años;0
Hombres;37077-Campo de Peñaranda, El;extranjeros;De 16 a 64 años;0
Hombres;37077-Campo de Peñaranda, El;extranjeros;De 65 y más años;0
Hombres;37078-Candelario;Total;Total;458
Hombres;37078-Candelario;Total;Menores de 16 años;47
Hombres;37078-Candelario;Total;De 16 a 64 años;274
Hombres;37078-Candelario;Total;De 65 y más años;137
Hombres;37078-Candelario;españoles;Total;453
Hombres;37078-Candelario;españoles;Menores de 16 años;47
Hombres;37078-Candelario;españoles;De 16 a 64 años;271
Hombres;37078-Candelario;españoles;De 65 y más años;135
Hombres;37078-Candelario;extranjeros;Total;5
Hombres;37078-Candelario;extranjeros;Menores de 16 años;0
Hombres;37078-Candelario;extranjeros;De 16 a 64 años;3
Hombres;37078-Candelario;extranjeros;De 65 y más años;2
Hombres;37079-Canillas de Abajo;Total;Total;54
Hombres;37079-Canillas de Abajo;Total;Menores de 16 años;0
Hombres;37079-Canillas de Abajo;Total;De 16 a 64 años;39
Hombres;37079-Canillas de Abajo;Total;De 65 y más años;15
Hombres;37079-Canillas de Abajo;españoles;Total;54
